ID,Title,"Term ID",Name
967,"ProjectDox AMANDA Status Guide",57,Training
968,"ProjectDox Welcome Email Template",27,"BDS Training"
968,"ProjectDox Welcome Email Template",44,"Employee Training"
968,"ProjectDox Welcome Email Template",57,Training
969,"Changing Applicants in ProjectDox",27,"BDS Training"
969,"Changing Applicants in ProjectDox",44,"Employee Training"
969,"Changing Applicants in ProjectDox",57,Training
970,"Create ProjectDox Project in AMANDA",27,"BDS Training"
970,"Create ProjectDox Project in AMANDA",44,"Employee Training"
970,"Create ProjectDox Project in AMANDA",57,Training
971,"Changemarks vs. Comments",27,"BDS Training"
971,"Changemarks vs. Comments",44,"Employee Training"
971,"Changemarks vs. Comments",57,Training
972,"Creating Changemarks",27,"BDS Training"
972,"Creating Changemarks",44,"Employee Training"
972,"Creating Changemarks",57,Training
973,"Editing Changemarks",27,"BDS Training"
973,"Editing Changemarks",44,"Employee Training"
973,"Editing Changemarks",57,Training
974,"Running the Task Workload Report",27,"BDS Training"
974,"Running the Task Workload Report",44,"Employee Training"
974,"Running the Task Workload Report",57,Training
975,"Working in the Review Comments List",27,"BDS Training"
975,"Working in the Review Comments List",44,"Employee Training"
975,"Working in the Review Comments List",57,Training
976,"Using Comparison Tools on Versioned Drawings",27,"BDS Training"
976,"Using Comparison Tools on Versioned Drawings",44,"Employee Training"
976,"Using Comparison Tools on Versioned Drawings",57,Training
977,"Measure Tool",27,"BDS Training"
977,"Measure Tool",57,Training
978,"Measure Takeoff Tools",27,"BDS Training"
978,"Measure Takeoff Tools",44,"Employee Training"
978,"Measure Takeoff Tools",57,Training
979,"Info Only Checklist Items",27,"BDS Training"
979,"Info Only Checklist Items",44,"Employee Training"
979,"Info Only Checklist Items",57,Training
980,"Global File Compare",27,"BDS Training"
980,"Global File Compare",44,"Employee Training"
980,"Global File Compare",57,Training
981,"Unassigning a Review Department",27,"BDS Training"
981,"Unassigning a Review Department",44,"Employee Training"
981,"Unassigning a Review Department",57,Training
982,"Reassigning a Task",27,"BDS Training"
982,"Reassigning a Task",44,"Employee Training"
982,"Reassigning a Task",57,Training
983,"Markup Name and Changemark Color Standards",27,"BDS Training"
983,"Markup Name and Changemark Color Standards",44,"Employee Training"
983,"Markup Name and Changemark Color Standards",57,Training
984,"ProjectDox Marking Up Manual",27,"BDS Training"
984,"ProjectDox Marking Up Manual",44,"Employee Training"
984,"ProjectDox Marking Up Manual",57,Training
985,"Follow Up Review Cycles",27,"BDS Training"
985,"Follow Up Review Cycles",44,"Employee Training"
985,"Follow Up Review Cycles",57,Training
986,"Resolving Review Items",27,"BDS Training"
986,"Resolving Review Items",57,Training
986,"Resolving Review Items",44,"Employee Training"
987,"Comparing Two Files",27,"BDS Training"
987,"Comparing Two Files",44,"Employee Training"
987,"Comparing Two Files",57,Training
988,"Comparing Documents",27,"BDS Training"
988,"Comparing Documents",44,"Employee Training"
988,"Comparing Documents",57,Training
989,"Reaccepting A Task",27,"BDS Training"
989,"Reaccepting A Task",44,"Employee Training"
989,"Reaccepting A Task",57,Training
990,"Viewing Comments on Previous Versions of a Document",27,"BDS Training"
990,"Viewing Comments on Previous Versions of a Document",44,"Employee Training"
990,"Viewing Comments on Previous Versions of a Document",57,Training
991,"Versioning Tools",27,"BDS Training"
991,"Versioning Tools",44,"Employee Training"
991,"Versioning Tools",57,Training
992,"Archiving Files to TRIM",27,"BDS Training"
992,"Archiving Files to TRIM",44,"Employee Training"
993,qs_spp_reviewer_burn-in-markup-steps_0.pdf,27,"BDS Training"
993,qs_spp_reviewer_burn-in-markup-steps_0.pdf,44,"Employee Training"
993,qs_spp_reviewer_burn-in-markup-steps_0.pdf,57,Training
995,"Viewer Tools",27,"BDS Training"
995,"Viewer Tools",44,"Employee Training"
995,"Viewer Tools",57,Training
996,"Working in the ProjectDox Checklist",27,"BDS Training"
996,"Working in the ProjectDox Checklist",44,"Employee Training"
996,"Working in the ProjectDox Checklist",57,Training
997,"Running the Changemark and Checklist Report",27,"BDS Training"
998,"1900 Building Evacuation Sheet",215,Safety
999,"Is this a Safety Issue or a Personnel Concern?",215,Safety
1001,"1900 Building Emergency Plan Book",215,Safety
1002,"New Hire Safety Checklist",215,Safety
1003,"What to do if you Discover an Emergency at BDS",215,Safety
1004,"BDS Guidance Document: Check your Hard Hat! ",215,Safety
1005,bds-inclement-weather-sop-12-14-2021.pdf,215,Safety
1006,"BDS Fall Protection Program (SOP)",215,Safety
1007,"Personal Protective Equipment (PPE) Assessment Form ",215,Safety
1008,"BDS COVID-19 Respiratory Protection Program ",215,Safety
1009,"BDS Lone & Remote Worker Safety Policy (SOP)",215,Safety
1010,"BDS Safety Manual",215,Safety
1011,"BDS Ride-A-Long Protocol",215,Safety
1012,"BDS Aggressive Driver Guidance",215,Safety
1013,"Vehicle Safety and Incident Reporting SOP",215,Safety
1014,"Crash Analysis Review Program",215,Safety
1015,"Admin Rule 4.13 - Vehicle Loss Control",215,Safety
1016,"Vehicle Collision Form",215,Safety
1017,"Vehicle Collision Response for Managers - Training Presentation",215,Safety
1018,"Oregon Traffic Accident & Insurance Report",215,Safety
1019,"Admin Rule 3.09 - Driving Records Policy",215,Safety
1020,"Guidance for Sheltering in Place - 1900 Building",215,Safety
1021,"BICP Organizational Chart ",215,Safety
1022,"BDS Workplace Injury Response Protocol ",215,Safety
1023,"Duress Button Training Presentation",215,Safety
1023,"Duress Button Training Presentation",27,"BDS Training"
1024,"Hazard Identification + Prevention Training for Safety Committee Members",215,Safety
1024,"Hazard Identification + Prevention Training for Safety Committee Members",27,"BDS Training"
1025,"City of Portland Centralized Safety Committees Rules",215,Safety
1026,"Safety Committee Accident Investigation",215,Safety
1027,"Hazard Communication Training",215,Safety
1027,"Hazard Communication Training",27,"BDS Training"
1028,"National Incident Management System (NIMS) Guidance - FEMA",215,Safety
1028,"National Incident Management System (NIMS) Guidance - FEMA",27,"BDS Training"
1060,"Interview Panelist Excel Spreadsheet",216,Managers
1061,"Performance Evaluation Form",216,Managers
1063,"F.D.A.S. Front Desk Development Hub Resource Guide",23,"BDS Front Desk"
1066,"Attending Virtual Meetings",27,"BDS Training"
1066,"Attending Virtual Meetings",57,Training
1066,"Attending Virtual Meetings",231,telework
1067,"Preparing to Join a Virtual Meeting",27,"BDS Training"
1067,"Preparing to Join a Virtual Meeting",57,Training
1067,"Preparing to Join a Virtual Meeting",231,telework
1068,"Presenting in Virtual Meetings",27,"BDS Training"
1068,"Presenting in Virtual Meetings",57,Training
1068,"Presenting in Virtual Meetings",231,telework
1069,"Best Practices for Public Meetings in Zoom",27,"BDS Training"
1069,"Best Practices for Public Meetings in Zoom",57,Training
1069,"Best Practices for Public Meetings in Zoom",231,telework
1070,"Closed Captioning Setup for Zoom",27,"BDS Training"
1070,"Closed Captioning Setup for Zoom",57,Training
1070,"Closed Captioning Setup for Zoom",231,telework
1071,"Getting Started in Zoom",27,"BDS Training"
1071,"Getting Started in Zoom",57,Training
1071,"Getting Started in Zoom",231,telework
1072,"Participating in Zoom Meetings",27,"BDS Training"
1072,"Participating in Zoom Meetings",57,Training
1072,"Participating in Zoom Meetings",231,telework
1073,"Participating in Zoom Meetings - Public",27,"BDS Training"
1073,"Participating in Zoom Meetings - Public",57,Training
1073,"Participating in Zoom Meetings - Public",231,telework
1074,"Participating in Zoom Webinars",27,"BDS Training"
1074,"Participating in Zoom Webinars",57,Training
1074,"Participating in Zoom Webinars",231,telework
1075,"Scheduling and Hosting Zoom Meetings",27,"BDS Training"
1075,"Scheduling and Hosting Zoom Meetings",57,Training
1075,"Scheduling and Hosting Zoom Meetings",231,telework
1076,"Zoom Meetings vs. Webinars",27,"BDS Training"
1076,"Zoom Meetings vs. Webinars",57,Training
1076,"Zoom Meetings vs. Webinars",231,telework
1077,"PDP Form - Word",27,"BDS Training"
1077,"PDP Form - Word",207,"Professional Development Plan"
1096,"Archive Trim Steps",236,SOPs
1096,"Archive Trim Steps",69,"Land Use Review"
1097,"City Council Appeals - Type III Land Use Review",236,SOPs
1097,"City Council Appeals - Type III Land Use Review",69,"Land Use Review"
1098,"City Council Hearings - Comprehensive Map Amendments",236,SOPs
1098,"City Council Hearings - Comprehensive Map Amendments",69,"Land Use Review"
1099,"Commissioners Assistants Briefing on Quasi-Judicial Cases",236,SOPs
1099,"Commissioners Assistants Briefing on Quasi-Judicial Cases",69,"Land Use Review"
1100,"Digital Land Use Case Files",236,SOPs
1100,"Digital Land Use Case Files",69,"Land Use Review"
1101,"Digital Land Use File Management for Planners",236,SOPs
1101,"Digital Land Use File Management for Planners",69,"Land Use Review"
1102,"Early Assistance Appointment Meetings and Written EAs",236,SOPs
1102,"Early Assistance Appointment Meetings and Written EAs",69,"Land Use Review"
1103,"Exhibit Labeling",236,SOPs
1103,"Exhibit Labeling",69,"Land Use Review"
1104,"Exhibit List Organization",236,SOPs
1104,"Exhibit List Organization",69,"Land Use Review"
1105,"Hourly Charges for Meetings, Substantial Compliance, Etc.",236,SOPs
1105,"Hourly Charges for Meetings, Substantial Compliance, Etc.",69,"Land Use Review"
1106,"Legislative Projects",69,"Land Use Review"
1106,"Legislative Projects",236,SOPs
1107,"LUS 15 minute appointments.pdf",236,SOPs
1107,"LUS 15 minute appointments.pdf",69,"Land Use Review"
1108,"Paying Additional Fees in DevHub",236,SOPs
1108,"Paying Additional Fees in DevHub",69,"Land Use Review"
1109,"Personal Wireless Service Facilities",236,SOPs
1109,"Personal Wireless Service Facilities",69,"Land Use Review"
1110,"Zoning Hotline - Phone Shifts.pdf",236,SOPs
1110,"Zoning Hotline - Phone Shifts.pdf",69,"Land Use Review"
1111,"RFC for Land Use Review Procedures",236,SOPs
1111,"RFC for Land Use Review Procedures",69,"Land Use Review"
1112,"Stamping Plans",236,SOPs
1112,"Stamping Plans",69,"Land Use Review"
1113,"Type I Land Use Reviews",69,"Land Use Review"
1113,"Type I Land Use Reviews",236,SOPs
1114,"Type II Land Use Reviews",236,SOPs
1114,"Type II Land Use Reviews",69,"Land Use Review"
1115,"LUS_Type II_and_IIx_Appeal_SOP_Final.pdf",236,SOPs
1115,"LUS_Type II_and_IIx_Appeal_SOP_Final.pdf",69,"Land Use Review"
1116,LUS_Type_III_SOP_Final.pdf,236,SOPs
1116,LUS_Type_III_SOP_Final.pdf,69,"Land Use Review"
1117,"Type IIx Land Use Reviews",236,SOPs
1117,"Type IIx Land Use Reviews",69,"Land Use Review"
1118,"Type IV Land Use Reviews",236,SOPs
1118,"Type IV Land Use Reviews",69,"Land Use Review"
1119,"Type Ix Land Use Reviews",236,SOPs
1119,"Type Ix Land Use Reviews",69,"Land Use Review"
1120,"Virtual DSC",69,"Land Use Review"
1120,"Virtual DSC",236,SOPs
1121,"Who does what for AMANDA processes and info fields",236,SOPs
1121,"Who does what for AMANDA processes and info fields",69,"Land Use Review"
1122,"Zone Map Error Correction",236,SOPs
1122,"Zone Map Error Correction",69,"Land Use Review"
1123,"Final Plat Re-Sign",236,SOPs
1123,"Final Plat Re-Sign",69,"Land Use Review"
1124,"Replat Reviews",236,SOPs
1124,"Replat Reviews",69,"Land Use Review"
1125,"Accessory Short-Term Rentals",69,"Land Use Review"
1125,"Accessory Short-Term Rentals",236,SOPs
1126,"Location Approval",236,SOPs
1126,"Location Approval",69,"Land Use Review"
1127,"Mural Regulations",236,SOPs
1127,"Mural Regulations",69,"Land Use Review"
1128,"Zoning Confirmation Letters",69,"Land Use Review"
1128,"Zoning Confirmation Letters",236,SOPs
1129,"Records Management - Review Status Report",236,SOPs
1129,"Records Management - Review Status Report",69,"Land Use Review"
1130,"Adjustment Reviews",236,SOPs
1130,"Adjustment Reviews",69,"Land Use Review"
1131,"Assigning Land Use Review and Early Assistance Applications for Title 33 Team",236,SOPs
1131,"Assigning Land Use Review and Early Assistance Applications for Title 33 Team",69,"Land Use Review"
1132,"PBOT Scoping: Type II Completeness Review for Title 33 Team",236,SOPs
1132,"PBOT Scoping: Type II Completeness Review for Title 33 Team",69,"Land Use Review"
1133,"Police Bureau AMANDA Process Lines for Conditional Use Reviews",236,SOPs
1133,"Police Bureau AMANDA Process Lines for Conditional Use Reviews",69,"Land Use Review"
1134,"BDS Website Edit Procedure",236,SOPs
1134,"BDS Website Edit Procedure",69,"Land Use Review"
1135,"Decision Review Bodies Overview",69,"Land Use Review"
1135,"Decision Review Bodies Overview",236,SOPs
1136,"Senvoy Agenda Packet Delivery",236,SOPs
1136,"Senvoy Agenda Packet Delivery",69,"Land Use Review"
1137,"Compiling EA Summary Reports",69,"Land Use Review"
1137,"Compiling EA Summary Reports",236,SOPs
1138,"Early Assistance Reschedule & Cancellation",236,SOPs
1138,"Early Assistance Reschedule & Cancellation",69,"Land Use Review"
1139,"FP Recorded Mylars",236,SOPs
1139,"FP Recorded Mylars",69,"Land Use Review"
1140,"LC Recorded Mylars",236,SOPs
1140,"LC Recorded Mylars",69,"Land Use Review"
1141,"Adjustment Design Landmarks Commission Appeals",236,SOPs
1142,"Appeal Packet",236,SOPs
1142,"Appeal Packet",69,"Land Use Review"
1143,"Type II & IIx Appeal Intake Check",236,SOPs
1143,"Type II & IIx Appeal Intake Check",69,"Land Use Review"
1144,"Type III Appeal Check sheet",236,SOPs
1144,"Type III Appeal Check sheet",69,"Land Use Review"
1145,"Type III Appeal Procedure Overview",236,SOPs
1145,"Type III Appeal Procedure Overview",69,"Land Use Review"
1146,"CAB and Council Packet Instructions",236,SOPs
1146,"CAB and Council Packet Instructions",69,"Land Use Review"
1147,"City Council Overview",236,SOPs
1147,"City Council Overview",69,"Land Use Review"
1148,"Commissioners Assistant Briefing",236,SOPs
1148,"Commissioners Assistant Briefing",69,"Land Use Review"
1149,"Type III CP ZC and GE Flowchart & Checklist",236,SOPs
1149,"Type III CP ZC and GE Flowchart & Checklist",69,"Land Use Review"
1150,"Type IV Demo Review & Checklist",236,SOPs
1150,"Type IV Demo Review & Checklist",69,"Land Use Review"
1151,"LUBA Appeal Check Sheet",236,SOPs
1151,"LUBA Appeal Check Sheet",69,"Land Use Review"
1152,"LUBA Overview",236,SOPs
1152,"LUBA Overview",69,"Land Use Review"
1153,"Hearings Clerk End of Year Tasks",236,SOPs
1153,"Hearings Clerk End of Year Tasks",69,"Land Use Review"
1154,"Hearings Officer Overview",236,SOPs
1154,"Hearings Officer Overview",69,"Land Use Review"
1155,"Reschedule or Record Open Extension Request",236,SOPs
1155,"Reschedule or Record Open Extension Request",69,"Land Use Review"
1156,"Adjustment Committee",236,SOPs
1156,"Adjustment Committee",69,"Land Use Review"
1157,"After Hearing Processes",236,SOPs
1157,"After Hearing Processes",69,"Land Use Review"
1158,"Commission Retreat",69,"Land Use Review"
1158,"Commission Retreat",236,SOPs
1159,"Early Assistance (DAR) Steps",236,SOPs
1159,"Early Assistance (DAR) Steps",69,"Land Use Review"
1160,"Hearings Set-Up",236,SOPs
1160,"Hearings Set-Up",69,"Land Use Review"
1161,"HLC & DZ Packet Assembly",236,SOPs
1161,"HLC & DZ Packet Assembly",69,"Land Use Review"
1162,"Ideal Exhibits",69,"Land Use Review"
1162,"Ideal Exhibits",236,SOPs
1163,"Land Use SOP Steps",236,SOPs
1163,"Land Use SOP Steps",69,"Land Use Review"
1164,"Ordering Dinner",69,"Land Use Review"
1164,"Ordering Dinner",236,SOPs
1165,"Packet Delivery",236,SOPs
1165,"Packet Delivery",69,"Land Use Review"
1166,"Audio Adobe Audition",69,"Land Use Review"
1166,"Audio Adobe Audition",236,SOPs
1167,"Creating a PowerPoint for Land Use Hearings",236,SOPs
1167,"Creating a PowerPoint for Land Use Hearings",69,"Land Use Review"
1168,FTP,236,SOPs
1168,FTP,69,"Land Use Review"
1169,"Planner Laptop Usage offsite",236,SOPs
1169,"Planner Laptop Usage offsite",69,"Land Use Review"
1170,TRIM,236,SOPs
1170,TRIM,69,"Land Use Review"
1171,"Web Posting for Hearings Clerk",236,SOPs
1171,"Web Posting for Hearings Clerk",69,"Land Use Review"
1172,"Web Postings & Notice Emails",236,SOPs
1172,"Web Postings & Notice Emails",69,"Land Use Review"
1173,"Appeals Report",69,"Land Use Review"
1173,"Appeals Report",236,SOPs
1174,"Archive File Request",236,SOPs
1174,"Archive File Request",69,"Land Use Review"
1175,"Catering Design & Landmark Commissions",236,SOPs
1175,"Catering Design & Landmark Commissions",69,"Land Use Review"
1176,"Deadline and Expiration check",236,SOPs
1176,"Deadline and Expiration check",69,"Land Use Review"
1177,"Demolition Delay Notice",236,SOPs
1177,"Demolition Delay Notice",69,"Land Use Review"
1178,"EN Plan Check",236,SOPs
1178,"EN Plan Check",69,"Land Use Review"
1179,"Fee Refund - OSS supporting Techs",236,SOPs
1179,"Fee Refund - OSS supporting Techs",69,"Land Use Review"
1180,"File Management (Filing)",236,SOPs
1180,"File Management (Filing)",69,"Land Use Review"
1181,"File Review Requests",236,SOPs
1181,"File Review Requests",69,"Land Use Review"
1182,"Monthly Intake Reports",236,SOPs
1182,"Monthly Intake Reports",69,"Land Use Review"
1183,"Key Performance Measures",236,SOPs
1183,"Key Performance Measures",69,"Land Use Review"
1184,"Review Request for Response",236,SOPs
1184,"Review Request for Response",69,"Land Use Review"
1185,"Lot Development Data PSU Report",236,SOPs
1185,"Lot Development Data PSU Report",69,"Land Use Review"
1186,"Land Use Monthly Report",236,SOPs
1186,"Land Use Monthly Report",69,"Land Use Review"
1187,"Archiving Digital Land Use Case File",236,SOPs
1187,"Archiving Digital Land Use Case File",69,"Land Use Review"
1188,"Create a New Mail List",69,"Land Use Review"
1188,"Create a New Mail List",236,SOPs
1189,"Decision Mail List",236,SOPs
1189,"Decision Mail List",69,"Land Use Review"
1190,"Decision Review Bodies Overview",236,SOPs
1190,"Decision Review Bodies Overview",69,"Land Use Review"
1191,"Notice of Appeal",236,SOPs
1191,"Notice of Appeal",69,"Land Use Review"
1192,"Notice of Decision",236,SOPs
1192,"Notice of Decision",69,"Land Use Review"
1193,"Notice of Proposal Scanning",236,SOPs
1193,"Notice of Proposal Scanning",69,"Land Use Review"
1194,"Pre-Application Summary",236,SOPs
1194,"Pre-Application Summary",69,"Land Use Review"
1195,"Request for Response (RFR)",236,SOPs
1195,"Request for Response (RFR)",69,"Land Use Review"
1196,"Scanning Exhibits for Notices",236,SOPs
1196,"Scanning Exhibits for Notices",69,"Land Use Review"
1197,"Outcard Labels",236,SOPs
1197,"Outcard Labels",69,"Land Use Review"
1198,"Quaterly Turnaround Times Report",69,"Land Use Review"
1198,"Quaterly Turnaround Times Report",236,SOPs
1199,Refunds,69,"Land Use Review"
1199,Refunds,236,SOPs
1200,"Tree Report",236,SOPs
1200,"Tree Report",69,"Land Use Review"
1201,"Weekly Intake Report",236,SOPs
1201,"Weekly Intake Report",69,"Land Use Review"
1202,"Weekly Planner Assignment Report",236,SOPs
1202,"Weekly Planner Assignment Report",69,"Land Use Review"
1203,"Yearly Archive List",236,SOPs
1203,"Yearly Archive List",69,"Land Use Review"
1204,"Yearly Case Type Intake Report",236,SOPs
1204,"Yearly Case Type Intake Report",69,"Land Use Review"
1206,"BDS Information Displays (DSC TVs at Entrance & 1st/2nd Screen) SOP",20,"BDS Communications"
1206,"BDS Information Displays (DSC TVs at Entrance & 1st/2nd Screen) SOP",236,SOPs
1209,"Inclement Weather Protocols",20,"BDS Communications"
1209,"Inclement Weather Protocols",236,SOPs
1212,"New Employee Bio & Photo SOP",20,"BDS Communications"
1212,"New Employee Bio & Photo SOP",236,SOPs
1213,"BDS Social Media SOP.pdf",20,"BDS Communications"
1213,"BDS Social Media SOP.pdf",236,SOPs
1214,"TrackIt Administration SOP",20,"BDS Communications"
1214,"TrackIt Administration SOP",236,SOPs
1215,"Website Updates SOP",20,"BDS Communications"
1215,"Website Updates SOP",236,SOPs
1221,"Title 11 Tree Code",239,Trees
1228,"Applicant Paid Overtime Rates",240,"Employee Forms"
1229,"BDS SAP Cost Centers",240,"Employee Forms"
1230,"Employee Reimbursement Request",240,"Employee Forms"
1231,"Fee Transfer Form",240,"Employee Forms"
1232,"Mileage Reimbursement Form",240,"Employee Forms"
1233,"Payment Approval Request Form",240,"Employee Forms"
1234,"Land Use Services Refund Request Form",240,"Employee Forms"
1235,"Public Records Request Fees (Old- needs verification)",236,SOPs
1236,"Residential Demolition Delay Appeal (Old-needs verification)",236,SOPs
1237,"Seismic Fee Waivers (Old-needs verification)",236,SOPs
1238,"Policy for Payment Card Handling and PCI-related Information Security (Old- needs verification)",236,SOPs
1239,"BDS Refund Policy",236,SOPs
1240,"Fee Transfer SOP",236,SOPs
